read12,math12,catholic,female,white,black,hisp,faminc8
59.139999,65.419998,0,1,1,0,0,8
39.889999,36.41,0,1,1,0,0,10
51.689999,53.720001,0,0,1,0,0,7
59.259998,65.32,0,1,1,0,0,9
59.099998,59.540001,0,0,1,0,0,12
64.5,66.739998,0,0,1,0,0,11
58.119999,35.630001,0,1,0,0,0,10
52.799999,46.470001,0,0,1,0,0,11
51.84,45.18,0,1,1,0,0,11
55.619999,62.740002,0,0,0,0,0,8
37.799999,51.549999,0,1,1,0,0,11
56.59,45.77,0,0,0,0,0,7
43.389999,39.09,0,1,1,0,0,7
65.580002,64.370003,0,1,0,1,0,11
64.919998,67.599998,0,1,1,0,0,9
38.759998,48.93,0,1,1,0,0,1
44.650002,54.110001,0,1,1,0,0,11
57.259998,62.450001,0,1,1,0,0,12
60.799999,45.869999,0,1,1,0,0,7
39.259998,40.599998,0,1,1,0,0,11
63.900002,52.580002,0,1,0,0,1,8
61.099998,58.189999,0,0,0,0,0,11
63.740002,66.669998,0,0,0,0,0,12
66.769997,63.799999,0,1,1,0,0,8
52.139999,39.580002,0,1,1,0,0,10
41.119999,41.82,0,1,1,0,0,11
41.84,35.650002,0,1,0,0,1,3
58.419998,56.259998,0,1,1,0,0,9
63.779999,66.120003,0,0,0,0,1,11
40.790001,37.380001,0,0,1,0,0,10
54.759998,59.720001,0,0,1,0,0,7
57.549999,45.509998,0,1,1,0,0,12
59.470001,59.529999,0,0,1,0,0,12
50.200001,59.98,0,0,0,0,0,6
45.790001,52.529999,0,1,0,0,1,6
53.66,42.16,0,1,1,0,0,7
39.799999,42.459999,0,0,1,0,0,11
34.57,39.799999,0,1,1,0,0,7
46.029999,40.23,0,1,1,0,0,4
58.389999,49.970001,0,1,1,0,0,8
31.129999,37.959999,0,0,1,0,0,9
46.939999,40.18,0,0,1,0,0,10
49.209999,54.869999,0,1,1,0,0,11
31.120001,40.889999,0,0,1,0,0,8
53.43,46.779999,0,1,1,0,0,8
45.209999,36.599998,0,1,1,0,0,4
62.07,47.740002,0,0,1,0,0,5
31.610001,33.169998,0,0,1,0,0,7
46.580002,48.02,0,0,1,0,0,12
47.330002,48.560001,0,1,1,0,0,11
38.040001,41.82,0,0,0,0,0,8
34.040001,33.939999,0,0,0,1,0,12
52.009998,50.18,0,0,0,0,0,10
50.419998,50,0,0,1,0,0,10
65.089996,66.279999,0,1,0,0,0,11
42.169998,44.27,0,0,0,0,0,12
59.450001,66.339996,0,0,1,0,0,11
57.799999,52.48,0,0,0,1,0,10
57.040001,65.699997,0,0,1,0,0,11
50.84,59.099998,0,0,1,0,0,10
46.220001,62.290001,0,1,1,0,0,10
48.669998,47.25,0,0,0,0,0,8
40.580002,40.459999,0,0,0,0,0,9
48.720001,36.310001,0,0,1,0,0,12
42.25,38.700001,0,0,1,0,0,9
61.84,43.139999,0,1,1,0,0,9
60.299999,65.790001,0,1,1,0,0,10
33.799999,33.27,0,1,0,0,0,5
51.68,44.990002,0,1,1,0,0,8
33.209999,37.540001,0,0,0,0,1,11
62.389999,60.509998,0,0,1,0,0,11
57.990002,58.610001,0,1,1,0,0,11
63.119999,55.939999,0,1,1,0,0,12
42.630001,34.450001,0,1,0,0,0,9
55.049999,41.540001,0,1,1,0,0,8
57.939999,63.869999,0,0,1,0,0,12
35.75,52.25,0,0,1,0,0,12
58,63.669998,0,1,0,0,0,12
59.400002,63.299999,0,0,1,0,0,9
60.240002,63.439999,0,1,1,0,0,12
65.339996,64.230003,0,0,1,0,0,11
50.389999,61.43,0,0,1,0,0,11
47.919998,60.650002,0,0,1,0,0,7
63.59,49.740002,0,1,1,0,0,10
47.549999,50.82,0,1,1,0,0,12
62.950001,67.080002,0,1,0,0,0,12
46.400002,40.810001,0,1,0,0,0,8
50.84,58.27,0,0,1,0,0,11
44.32,35.240002,0,1,0,0,0,7
52.529999,63.889999,0,0,1,0,0,12
62.700001,47.450001,0,0,1,0,0,7
44.860001,40.459999,0,0,1,0,0,7
37.599998,38.52,0,0,1,0,0,5
51.759998,41.349998,0,1,1,0,0,10
63.880001,58.66,0,0,0,0,0,11
56.939999,59.689999,0,0,1,0,0,10
56.98,57.16,0,0,1,0,0,5
51.09,58.25,0,1,1,0,0,8
62.830002,64.940002,0,1,1,0,0,12
39.119999,36.330002,0,1,0,1,0,7
50.060001,34.5,0,1,0,1,0,4
45.82,43.830002,0,0,0,1,0,10
48.220001,40.75,0,1,0,1,0,4
39.25,33,0,1,0,1,0,8
37.720001,31.65,0,1,0,1,0,7
61.200001,63.299999,0,0,1,0,0,12
30.23,38.009998,0,1,1,0,0,10
55.18,59.110001,0,0,0,1,0,10
41.889999,42.650002,0,0,1,0,0,5
46.209999,62.93,0,0,1,0,0,11
38.66,47.59,0,1,1,0,0,11
47.240002,56.5,0,0,0,1,0,9
41.310001,41.540001,0,1,1,0,0,8
56.419998,66.110001,0,1,1,0,0,12
43.630001,43.900002,0,0,0,1,0,8
46.919998,44.939999,0,1,1,0,0,7
51.189999,38.419998,0,0,1,0,0,9
44.369999,59.860001,0,1,1,0,0,11
56.369999,63.099998,0,0,1,0,0,10
64.290001,62.27,0,1,1,0,0,11
39.779999,32.900002,0,1,1,0,0,9
54.509998,46.66,0,1,1,0,0,10
53.619999,45.98,0,1,1,0,0,10
50.799999,44.130001,0,1,1,0,0,7
38.450001,37.959999,0,1,1,0,0,8
54.740002,49.950001,0,0,1,0,0,4
56.18,59.310001,0,1,1,0,0,10
56.200001,51.75,0,0,1,0,0,8
55.57,58.450001,0,0,1,0,0,4
47.689999,49.98,0,1,1,0,0,8
65.349998,69.260002,0,0,0,0,1,11
49.419998,47.259998,0,1,1,0,0,10
65.360001,70.720001,0,0,1,0,0,10
48.080002,42.98,0,1,1,0,0,10
51.889999,53.369999,0,0,1,0,0,10
63.599998,54.650002,0,1,1,0,0,8
62.919998,66.260002,0,0,1,0,0,11
65.900002,68.889999,0,1,1,0,0,11
48.470001,53.740002,0,1,1,0,0,10
53.23,60.139999,0,1,1,0,0,10
36.389999,40.110001,0,0,1,0,0,7
59.34,59.610001,0,0,1,0,0,8
44.84,45.580002,0,0,1,0,0,8
66.650002,71.120003,0,0,1,0,0,10
34.16,46.150002,0,0,1,0,0,10
40.799999,40.369999,0,1,0,1,0,9
59.060001,42.91,0,1,0,0,1,9
66.519997,70.660004,0,1,0,0,0,11
58.389999,60.880001,0,0,1,0,0,8
41.93,56.52,0,0,1,0,0,9
47.369999,51.860001,0,0,1,0,0,12
54.57,55.459999,0,1,1,0,0,11
64.669998,62.049999,0,1,1,0,0,7
41.5,53.84,0,1,1,0,0,10
61.57,62.23,0,1,1,0,0,8
41.150002,46.040001,0,0,1,0,0,11
43.130001,39.849998,0,1,0,0,0,10
62.130001,62.82,0,0,1,0,0,11
43.169998,34.48,0,0,0,0,1,5
57.259998,42.02,0,1,0,0,0,4
65.580002,58.98,0,1,1,0,0,7
33.830002,34.700001,0,0,1,0,0,7
37.869999,35.619999,0,1,1,0,0,9
46.189999,52.77,0,0,1,0,0,10
58.709999,65.480003,0,0,1,0,0,9
59.360001,61.009998,0,1,1,0,0,11
61.299999,63.830002,0,0,1,0,0,11
64.360001,61.18,0,1,0,0,1,9
59.029999,62.580002,0,0,1,0,0,10
34.599998,37.91,0,0,1,0,0,8
55.93,50.389999,0,0,1,0,0,11
54.27,50.549999,0,1,1,0,0,10
56.119999,57.580002,0,1,1,0,0,12
56.34,56.369999,0,1,1,0,0,10
57.240002,52.720001,0,1,1,0,0,10
63.34,61.43,0,1,1,0,0,11
57.509998,61.459999,0,0,1,0,0,8
36.02,33.970001,0,1,0,0,0,10
40.540001,52.610001,0,1,1,0,0,4
44.52,46.16,0,1,0,0,0,10
58.740002,65.209999,0,0,1,0,0,10
55.119999,59.82,0,0,1,0,0,10
44.59,44.09,0,1,1,0,0,11
53.490002,54.59,0,1,1,0,0,10
51.98,48.150002,0,1,1,0,0,10
37.849998,44.75,0,1,1,0,0,12
59.57,62.029999,0,0,1,0,0,11
42.099998,41.290001,0,0,1,0,0,11
61.25,51.779999,0,1,1,0,0,11
54.560001,60.48,0,0,1,0,0,11
54.150002,48.400002,0,0,1,0,0,11
51.23,57.419998,0,0,1,0,0,6
49.459999,55.490002,0,1,1,0,0,11
42.720001,52.23,0,0,1,0,0,10
42.799999,52.639999,0,0,1,0,0,5
47.740002,43.009998,0,0,1,0,0,9
42.599998,44.150002,0,0,0,0,0,9
54.939999,62.700001,0,0,1,0,0,10
56.419998,61.040001,0,0,1,0,0,10
41.360001,50.75,0,0,0,1,0,9
42.139999,39.27,0,0,0,1,0,5
40.27,42.709999,0,0,0,0,0,9
48.610001,47.580002,0,1,1,0,0,6
49.209999,57.259998,0,0,1,0,0,7
62.200001,60.82,0,1,1,0,0,8
59.310001,51.759998,0,1,1,0,0,9
55.549999,57.02,0,1,1,0,0,9
43.869999,60.360001,0,1,1,0,0,11
44.07,55.610001,0,0,1,0,0,12
41.049999,42.52,0,0,1,0,0,9
47.209999,45.540001,0,1,1,0,0,11
64.099998,62.040001,0,0,1,0,0,9
46.009998,48.380001,0,1,1,0,0,10
48.880001,69.720001,0,0,0,0,0,10
43.34,44.689999,0,0,1,0,0,6
65.809998,68.199997,0,1,1,0,0,10
59.650002,64.32,0,1,1,0,0,8
46.07,42.619999,0,1,1,0,0,10
64.400002,60.77,0,1,1,0,0,9
61.419998,50.310001,0,0,1,0,0,10
55.869999,59.459999,0,1,1,0,0,12
35.02,51.200001,0,0,1,0,0,9
56.93,54.759998,0,1,1,0,0,10
43.009998,38.990002,0,1,1,0,0,11
59.639999,65.800003,0,0,1,0,0,10
48.5,59.740002,0,1,1,0,0,11
61.970001,60.200001,0,1,1,0,0,9
39.389999,53.459999,0,0,1,0,0,11
59.75,59.299999,0,0,1,0,0,10
58.619999,43.330002,0,1,1,0,0,10
57.09,49.48,0,1,1,0,0,12
58.860001,53,0,1,0,0,0,11
66.18,63.959999,0,0,1,0,0,11
36.310001,36.970001,0,1,1,0,0,9
49,54.689999,0,1,1,0,0,11
35.66,48.200001,0,0,1,0,0,11
56.799999,60.48,0,1,1,0,0,12
58.700001,58.040001,0,0,1,0,0,12
60.040001,62.200001,0,0,1,0,0,11
54.220001,49.080002,0,0,1,0,0,11
55.740002,62.740002,0,1,1,0,0,11
49.459999,61.189999,0,0,1,0,0,11
43.439999,52.040001,0,1,0,0,1,12
46.990002,50.07,0,1,1,0,0,11
67.360001,69.25,0,0,1,0,0,12
60.330002,66.790001,0,0,1,0,0,11
53.060001,50.650002,0,1,1,0,0,10
52.91,52.91,0,1,1,0,0,10
62.380001,55.509998,0,1,1,0,0,12
31.690001,32.439999,0,1,1,0,0,12
57.470001,47.07,0,1,1,0,0,9
64.139999,53.889999,0,1,0,0,1,11
48.43,45.459999,0,0,0,0,0,12
33.25,50.580002,0,0,1,0,0,11
32.459999,46.490002,0,0,1,0,0,11
39.630001,32.720001,0,1,1,0,0,9
58.880001,65.660004,0,0,1,0,0,7
57.02,60.57,0,0,1,0,0,7
58.310001,56.150002,0,1,1,0,0,9
49.02,56.52,0,1,1,0,0,9
53.619999,57.380001,0,0,1,0,0,10
57.110001,56.360001,0,0,1,0,0,11
64.110001,68.029999,0,0,1,0,0,11
44.259998,51.23,0,0,1,0,0,7
42.700001,55.450001,0,0,1,0,0,11
48.720001,61.130001,0,1,1,0,0,11
57.52,43.349998,0,1,1,0,0,11
52.389999,61.279999,0,1,1,0,0,12
58.220001,60.130001,0,0,1,0,0,11
63.080002,57.400002,0,1,1,0,0,11
60.669998,70.410004,0,1,1,0,0,10
58.889999,65.849998,0,1,1,0,0,12
58.310001,62.48,0,1,1,0,0,11
47.900002,41.869999,0,1,1,0,0,12
50.09,43.040001,0,1,1,0,0,12
63.950001,51.650002,0,1,1,0,0,11
39.869999,40.43,0,1,0,0,1,10
57.77,43.560001,0,0,1,0,0,12
35.169998,33.439999,0,0,1,0,0,9
32.439999,34.490002,0,0,1,0,0,11
58.130001,53.310001,0,0,0,0,0,9
58.970001,55.560001,0,1,1,0,0,8
40.59,39.48,0,0,0,0,0,10
40.25,44.25,0,0,0,0,1,5
56.09,41.66,0,0,1,0,0,8
56,56.310001,0,0,1,0,0,11
33.82,40.290001,0,0,0,1,0,11
52.82,61.709999,0,0,1,0,0,12
58.740002,52.400002,0,1,0,1,0,9
40.709999,40.740002,0,1,1,0,0,11
63.459999,58.549999,0,1,1,0,0,10
59.970001,58.349998,0,0,1,0,0,9
58.939999,65.720001,0,1,0,0,0,8
54.080002,56.139999,0,1,0,0,1,11
42.509998,39.41,0,1,1,0,0,12
52.34,57.09,0,0,1,0,0,11
33.330002,55.650002,0,0,1,0,0,11
45.310001,42.759998,0,1,1,0,0,11
60.380001,47.049999,0,1,1,0,0,10
57.439999,60.509998,0,1,1,0,0,10
46.830002,48.689999,0,0,1,0,0,10
41.970001,37.639999,0,1,1,0,0,5
65.029999,66.68,0,0,1,0,0,11
65.269997,54.860001,0,1,1,0,0,11
36.639999,48.549999,0,1,1,0,0,11
37.990002,37.099998,0,1,1,0,0,11
65.669998,56.790001,0,1,1,0,0,12
58.830002,61.990002,0,0,1,0,0,12
56.23,41.240002,0,1,1,0,0,10
40.439999,38.43,0,0,1,0,0,9
59.66,59.189999,0,1,1,0,0,12
42.709999,49.290001,0,1,0,0,0,7
36.490002,37.369999,0,0,1,0,0,12
59.799999,62.73,0,0,1,0,0,11
55.25,59.259998,0,0,1,0,0,9
58.200001,53.169998,0,0,0,0,0,11
57.720001,56.509998,0,1,1,0,0,12
56.599998,47.73,0,0,0,0,0,10
43.43,34.41,0,0,1,0,0,9
55.540001,54.73,0,1,1,0,0,11
54.889999,55.52,0,0,1,0,0,11
37.630001,35.07,0,1,0,0,0,11
45.939999,40.91,0,0,1,0,0,11
56.27,62.25,0,0,1,0,0,11
49.73,47.119999,0,1,1,0,0,10
46.939999,53.790001,0,1,1,0,0,10
53.23,59.470001,0,0,1,0,0,9
60.34,57.610001,0,0,1,0,0,10
35.360001,40.740002,0,0,0,0,0,7
56.310001,52.540001,0,1,1,0,0,11
48.259998,46.07,0,0,1,0,0,8
58.080002,56.580002,0,0,1,0,0,12
51.529999,38.330002,0,1,0,0,0,7
52.48,44.509998,0,1,0,0,0,9
48.720001,49.25,0,0,1,0,0,11
42.419998,51.599998,0,1,1,0,0,6
46.5,40.68,0,1,1,0,0,12
48.439999,47.25,0,0,0,0,0,9
59.919998,53.77,0,1,0,0,0,12
48.310001,50,0,0,0,0,0,5
55.619999,54.799999,0,0,0,0,0,10
46.150002,35.779999,0,1,0,0,0,4
52.369999,50.740002,0,1,1,0,0,11
40.84,40.34,0,1,1,0,0,10
37.349998,34.5,0,1,1,0,0,12
61.209999,58.48,0,0,1,0,0,11
45.41,40.080002,0,0,0,0,0,11
32.93,36.459999,0,1,1,0,0,10
47.470001,49.150002,0,0,1,0,0,11
48.07,35.029999,0,0,0,0,0,10
53.07,59.880001,0,1,1,0,0,12
51.130001,40.849998,0,1,1,0,0,10
40.16,40.049999,0,1,1,0,0,10
54.810001,52.119999,0,1,1,0,0,9
41.599998,56.299999,0,0,1,0,0,10
67.360001,60.48,0,1,1,0,0,9
51.23,51.139999,0,0,1,0,0,10
53.849998,45.130001,0,1,1,0,0,10
45.189999,41.860001,0,0,0,0,0,11
62.16,53.650002,0,1,1,0,0,12
58.98,59.220001,0,1,0,0,0,12
57.619999,48.549999,0,0,1,0,0,10
43.790001,47.759998,0,1,1,0,0,7
65.309998,56.650002,0,1,1,0,0,12
41.509998,34.860001,0,1,1,0,0,12
55.220001,51.93,0,1,1,0,0,12
36.240002,31.860001,0,1,1,0,0,8
63.450001,59.32,1,1,1,0,0,10
52.009998,36.75,1,1,1,0,0,12
53.009998,42.77,1,0,1,0,0,11
62.57,60.029999,1,1,1,0,0,9
52.009998,52.880001,1,1,1,0,0,12
59.049999,52.759998,1,1,1,0,0,12
57.939999,43.75,1,0,1,0,0,11
38.619999,37.73,1,1,1,0,0,12
53.32,50.290001,1,0,0,0,1,10
56.959999,54.18,1,0,1,0,0,12
51.439999,42.740002,1,1,1,0,0,10
47.93,41.790001,1,0,0,1,0,8
37.540001,35.849998,1,1,0,0,1,7
51.040001,55.799999,1,1,0,0,1,8
47.919998,58.560001,1,0,0,0,1,4
47.509998,46.919998,1,0,1,0,0,9
62.110001,58.689999,1,1,0,0,0,11
48.029999,54.59,1,0,1,0,0,9
51.759998,51.939999,1,0,1,0,0,11
67.360001,60.330002,1,0,1,0,0,11
67.059998,60.25,1,0,1,0,0,11
59.689999,52.189999,1,1,1,0,0,11
51.75,56.25,1,1,0,1,0,11
57.310001,57,1,1,1,0,0,9
59.759998,49.450001,1,1,1,0,0,9
53.57,37.060001,1,1,1,0,0,11
52.009998,58.709999,1,1,1,0,0,11
55.459999,50.66,1,1,1,0,0,6
56.619999,55.380001,1,1,1,0,0,9
51.84,52.540001,1,1,0,0,1,5
38.32,54.919998,1,0,1,0,0,11
42.869999,40.700001,1,1,0,1,0,11
53.25,60.779999,1,1,1,0,0,10
39.919998,53.540001,1,0,1,0,0,11
65.760002,71.080002,1,0,1,0,0,11
45.610001,53.860001,1,1,1,0,0,11
43.09,51.689999,1,0,1,0,0,11
41.029999,58.860001,1,0,1,0,0,11
63.080002,59.139999,1,0,1,0,0,10
61.849998,50.650002,1,1,0,1,0,11
64.339996,54.490002,1,1,1,0,0,10
59.84,46.540001,1,0,1,0,0,10
62.549999,61.389999,1,1,1,0,0,10
64.5,65.93,1,1,0,0,0,12
40.389999,38.889999,1,0,1,0,0,9
66.650002,57.290001,1,0,1,0,0,12
64.019997,66.440002,1,1,1,0,0,12
52.720001,50.720001,1,0,1,0,0,12
47.240002,47.73,1,1,1,0,0,10
56.259998,58.990002,1,0,1,0,0,11
64.5,61.43,1,0,1,0,0,11
40.450001,39.009998,1,0,1,0,0,10
55.849998,58.459999,1,1,1,0,0,11
47.900002,58.529999,1,1,1,0,0,11
41.459999,47.34,1,1,1,0,0,12
60.189999,47.990002,1,1,1,0,0,12
58.41,60.080002,1,1,1,0,0,12
50.400002,63.919998,1,1,1,0,0,11
51.68,54.349998,1,0,1,0,0,11
56.16,56.25,1,0,1,0,0,10
43.759998,45.970001,1,1,1,0,0,12
60.630001,67.970001,1,0,1,0,0,10
57.009998,61.57,1,0,1,0,0,7
52.299999,62.080002,1,0,1,0,0,7
60.549999,56.27,1,1,1,0,0,11
57.299999,62.869999,1,1,1,0,0,10
57.709999,57.34,1,1,1,0,0,6
61.740002,62.200001,1,1,1,0,0,10
53.330002,62.419998,1,0,1,0,0,10
56.330002,41.34,1,0,1,0,0,12
52.720001,59.66,1,1,1,0,0,10
36.23,38.18,1,1,1,0,0,8
52.09,56.200001,1,1,1,0,0,10
50.400002,58.84,1,0,1,0,0,12
51.66,54.080002,1,1,1,0,0,5
59.16,57.130001,1,0,1,0,0,11
58.549999,63.549999,1,1,1,0,0,12
61.490002,53.360001,1,1,1,0,0,10
41.189999,50.299999,1,1,1,0,0,8
61.950001,62.709999,1,1,1,0,0,9
59.049999,63.029999,1,0,1,0,0,10
40.25,36.84,1,1,0,0,0,11
63.59,65.349998,1,0,1,0,0,10
45.889999,47.049999,1,1,1,0,0,12
59.759998,56.73,1,0,1,0,0,11
54.860001,53.919998,1,1,1,0,0,10
63.080002,55.860001,1,0,1,0,0,10
43.490002,53.509998,1,1,0,0,0,11
58.400002,62.139999,1,1,1,0,0,11
51.970001,51.02,1,0,1,0,0,9
56.630001,58.240002,1,1,1,0,0,9
40.330002,52.279999,1,0,1,0,0,10
64.980003,55.810001,1,1,1,0,0,12
64.940002,67.160004,1,1,1,0,0,11
52.139999,61.009998,1,1,1,0,0,9
51.740002,58.279999,1,0,1,0,0,10
48.200001,46.18,1,0,1,0,0,12
56.110001,48.32,1,0,1,0,0,12
59.220001,61.41,1,0,1,0,0,12
44.779999,45.110001,1,1,1,0,0,10
57.73,54.200001,1,1,1,0,0,10
35.029999,43.470001,1,0,1,0,0,7
57.93,49.32,1,0,1,0,0,9
61.580002,61.799999,1,1,1,0,0,11
63.119999,65.660004,1,0,1,0,0,9
66.529999,62.560001,1,1,1,0,0,11
61.759998,68.360001,1,0,1,0,0,10
66.150002,68.260002,1,1,1,0,0,10
47.080002,61.130001,1,0,1,0,0,11
55.290001,61.299999,1,0,1,0,0,11
53.16,59.959999,1,0,1,0,0,11
54.849998,55.59,1,0,1,0,0,9
55.290001,56.290001,1,0,1,0,0,11
60.080002,54.889999,1,1,1,0,0,10
54.560001,53.619999,1,1,1,0,0,9
34.900002,35.52,1,1,1,0,0,7
37.529999,52.509998,1,1,1,0,0,6
52.119999,43.369999,1,1,0,0,0,7
59.389999,68.639999,1,1,1,0,0,10
46.900002,47.650002,1,1,1,0,0,11
57.380001,60.439999,1,0,1,0,0,10
65.540001,60.099998,1,1,1,0,0,10
64.970001,56.52,1,1,1,0,0,10
52.529999,39.720001,1,1,1,0,0,10
35,34.34,1,1,1,0,0,12
41.91,56.889999,1,0,1,0,0,12
58.220001,61.740002,1,0,1,0,0,12
52.549999,53.220001,1,0,1,0,0,12
46.630001,36.93,1,1,0,0,0,11
53.049999,49.220001,1,1,1,0,0,11
42.34,53.150002,1,1,1,0,0,12
43.389999,48.529999,1,1,1,0,0,12
51.110001,54.700001,1,0,1,0,0,4
54.099998,59.880001,1,1,1,0,0,12
53.610001,63.73,1,0,1,0,0,11
57.52,64.949997,1,0,1,0,0,9
53.360001,46.009998,1,1,1,0,0,10
62.57,61.48,1,0,1,0,0,12
59.459999,59.82,1,0,1,0,0,12
53.549999,49.619999,1,1,1,0,0,11
43.209999,56.580002,1,0,1,0,0,12
59.360001,54.529999,1,1,1,0,0,10
60.360001,54.720001,1,1,1,0,0,11
63.049999,62.939999,1,0,1,0,0,12
52.91,44.32,1,1,1,0,0,8
59.099998,63.990002,1,0,1,0,0,11
38.830002,42.32,1,1,0,0,0,10
32.970001,41.720001,1,0,1,0,0,9
55.209999,52.59,1,0,1,0,0,12
62.490002,53.099998,1,1,0,0,0,7
53.139999,62.119999,1,1,1,0,0,11
67.379997,57.57,1,0,1,0,0,10
49.560001,39.279999,1,1,1,0,0,11
53.889999,52.049999,1,1,1,0,0,10
59.310001,51.990002,1,1,1,0,0,12
51.380001,52.220001,1,1,1,0,0,10
29.860001,33.93,1,0,1,0,0,10
63.720001,63.279999,1,0,1,0,0,11
57.970001,40.689999,1,1,1,0,0,10
52.98,44.200001,1,1,1,0,0,8
57.990002,63.07,1,1,1,0,0,9
52.790001,58.040001,1,0,1,0,0,10
60.360001,47.27,1,1,1,0,0,11
44.810001,38.27,1,1,1,0,0,11
57.639999,57.299999,1,0,1,0,0,10
57.830002,53.450001,1,0,0,0,0,11
53.080002,45.849998,1,1,1,0,0,11
59.810001,55.919998,1,1,1,0,0,9
50.740002,39.040001,1,0,1,0,0,11
41.869999,49.130001,1,1,1,0,0,10
40.830002,44.619999,1,1,0,1,0,4
44.07,34.119999,1,1,0,1,0,5
41.48,43.200001,1,1,0,1,0,12
54.32,60.080002,1,1,0,1,0,10
65.510002,51.02,1,1,0,1,0,12
56.200001,61.900002,1,1,0,1,0,11
33.349998,35.470001,1,1,0,1,0,12
32.57,34.77,1,1,0,1,0,9
30.700001,34.18,1,1,0,1,0,7
48.57,48.540001,1,0,0,1,0,9
41.98,54.099998,1,0,0,0,0,11
63.889999,67.690002,1,1,1,0,0,9
54.48,46.669998,1,1,0,1,0,5
59.099998,47.389999,1,1,1,0,0,10
60.689999,61.02,1,1,1,0,0,12
38.700001,39.009998,1,1,1,0,0,10
43.77,60.709999,1,0,1,0,0,11
64.629997,64.519997,1,1,1,0,0,12
63.48,58.279999,1,0,1,0,0,11
60.549999,64.589996,1,0,1,0,0,12
63,66.650002,1,0,1,0,0,12
66.989998,56.540001,1,1,1,0,0,12
45.630001,51.970001,0,1,1,0,0,9
59.040001,52.990002,0,0,1,0,0,8
59.889999,45.490002,0,1,1,0,0,9
58.200001,65.07,0,1,1,0,0,12
53.639999,50.060001,0,0,1,0,0,9
63.290001,68.980003,0,0,1,0,0,6
59.93,59.700001,0,0,1,0,0,12
52.919998,57.380001,0,1,1,0,0,10
35.09,53.720001,0,0,1,0,0,7
46.080002,39.299999,0,0,1,0,0,10
55.09,51.330002,0,1,1,0,0,9
35.509998,34.040001,0,1,0,1,0,10
37.630001,36.029999,0,0,0,0,0,11
47.150002,46.860001,0,0,1,0,0,12
52.490002,53.93,0,1,1,0,0,10
64.739998,67.18,0,1,1,0,0,12
58.16,47.439999,0,0,0,0,0,11
35.650002,37.16,0,0,1,0,0,9
35.119999,44.939999,0,1,0,1,0,6
34.880001,46.540001,0,0,0,1,0,5
49.080002,48.360001,0,1,1,0,0,10
49.099998,45.5,0,0,1,0,0,8
37.310001,32.029999,0,1,0,1,0,8
52.549999,42.669998,0,0,1,0,0,9
49.869999,40.540001,0,0,1,0,0,7
51.619999,50.689999,0,0,0,1,0,9
38.689999,37.700001,0,0,0,1,0,10
32.59,31.52,0,1,0,1,0,7
35.639999,35.599998,0,0,0,1,0,7
34.77,32.599998,0,1,0,1,0,7
57.43,56.560001,0,0,1,0,0,9
56.18,58.91,0,1,1,0,0,9
34.07,34.23,0,0,0,1,0,3
50.580002,47.93,0,1,0,1,0,11
61.740002,57.939999,0,0,1,0,0,12
61.41,53.93,0,1,0,1,0,9
40.360001,36.209999,0,0,0,1,0,7
51.810001,40.509998,0,0,0,1,0,11
50.869999,39.880001,0,1,0,1,0,6
47.950001,48.75,0,0,0,1,0,9
60.860001,49.459999,0,0,1,0,0,10
58.299999,61.82,0,1,1,0,0,10
66.199997,64.959999,0,1,1,0,0,12
57.849998,62.41,0,0,1,0,0,12
64.029999,56.07,0,1,0,0,0,10
53.290001,60.02,0,1,1,0,0,12
60.77,69.290001,0,1,0,0,0,12
50.57,64.279999,0,0,0,0,0,11
52.77,58.91,0,1,1,0,0,11
41.98,49.360001,0,0,0,1,0,7
32.060001,34.75,0,1,0,1,0,4
47.18,51.07,0,1,0,1,0,10
49.619999,35.049999,0,1,0,1,0,7
36.349998,36.130001,0,1,0,1,0,3
56.630001,52.639999,0,1,0,1,0,10
53.959999,60.18,0,0,1,0,0,10
52.98,50.669998,0,1,0,1,0,7
43.59,36.970001,0,0,0,1,0,8
43.279999,43.860001,0,1,0,1,0,8
65.470001,52.91,0,1,0,1,0,5
54.560001,54.41,0,1,1,0,0,8
45.080002,37.900002,0,1,0,1,0,7
33.540001,32.189999,0,1,0,1,0,5
35.23,33.610001,0,1,0,1,0,3
36.43,40.080002,0,0,0,1,0,6
39.889999,35.220001,0,0,0,1,0,7
39.740002,37.189999,0,0,0,1,0,6
44.75,35.759998,0,0,0,1,0,9
41.900002,50.360001,0,1,0,1,0,11
63.560001,67.620003,0,0,1,0,0,11
35.580002,45.939999,0,0,1,0,0,11
35.73,40.639999,0,0,1,0,0,7
64.150002,61.970001,0,0,1,0,0,10
51.389999,47.27,0,1,1,0,0,3
51.919998,39.73,0,0,0,1,0,4
42.349998,55.310001,0,0,1,0,0,9
60.110001,52.939999,0,1,1,0,0,8
51.970001,61.040001,0,0,0,1,0,10
63,47.48,0,0,1,0,0,11
55.560001,49.830002,0,0,1,0,0,11
53.009998,49.27,0,0,1,0,0,10
55.900002,44.959999,0,0,1,0,0,11
61.209999,56.740002,0,1,1,0,0,8
41.650002,31.709999,0,1,1,0,0,11
53.119999,56.799999,0,0,1,0,0,10
33.639999,34.98,0,0,1,0,0,12
31.620001,37.580002,0,0,1,0,0,10
57.950001,57.360001,0,1,1,0,0,12
53.959999,45.799999,0,1,1,0,0,10
51.720001,44.119999,0,1,0,0,1,8
55.16,49.619999,0,0,1,0,0,11
42.689999,40.16,0,1,1,0,0,12
